gene_name	go_id	biological_function
IGHG1	GO:0006956; GO:0016064; GO:0019731	antibacterial humoral response; complement activation; immunoglobulin mediated immune response
IGHG2	GO:0006956; GO:0016064; GO:0019731	antibacterial humoral response; complement activation; immunoglobulin mediated immune response
IGHG3	GO:0006956; GO:0016064; GO:0019731	antibacterial humoral response; complement activation; immunoglobulin mediated immune response
IGHG4	GO:0006956; GO:0016064; GO:0019731	antibacterial humoral response; complement activation; immunoglobulin mediated immune response
IGHV1-18	GO:0016064	immunoglobulin mediated immune response
IGHV1-2	GO:0016064	immunoglobulin mediated immune response
IGHV1-24	GO:0016064	immunoglobulin mediated immune response
IGHV1-3	GO:0016064	immunoglobulin mediated immune response
IGHV1-38-4	GO:0016064	immunoglobulin mediated immune response
IGHV1-45	GO:0016064	immunoglobulin mediated immune response
IGHV1-46	GO:0016064	immunoglobulin mediated immune response
IGHV1-58	GO:0016064	immunoglobulin mediated immune response
IGHV1-69	GO:0016064	immunoglobulin mediated immune response
IGHV1-69-2	GO:0016064	immunoglobulin mediated immune response
IGHV1-69D	GO:0016064	immunoglobulin mediated immune response
IGHV1-8	GO:0016064	immunoglobulin mediated immune response
IGHV1OR15-1	GO:0016064	immunoglobulin mediated immune response
IGHV1OR15-9	GO:0016064	immunoglobulin mediated immune response
IGHV1OR21-1	GO:0016064	immunoglobulin mediated immune response
IGHV2-26	GO:0016064	immunoglobulin mediated immune response
IGHV2-5	GO:0016064	immunoglobulin mediated immune response
IGHV2-70	GO:0016064	immunoglobulin mediated immune response
IGHV2-70D	GO:0016064	immunoglobulin mediated immune response
IGHV2OR16-5	GO:0016064	immunoglobulin mediated immune response
IGHV3-11	GO:0016064	immunoglobulin mediated immune response
IGHV3-13	GO:0016064	immunoglobulin mediated immune response
IGHV3-15	GO:0016064	immunoglobulin mediated immune response
IGHV3-16	GO:0016064	immunoglobulin mediated immune response
IGHV3-20	GO:0016064	immunoglobulin mediated immune response
IGHV3-21	GO:0016064	immunoglobulin mediated immune response
IGHV3-23	GO:0016064	immunoglobulin mediated immune response
IGHV3-30	GO:0016064	immunoglobulin mediated immune response
IGHV3-30-3	GO:0016064	immunoglobulin mediated immune response
IGHV3-30-5	GO:0016064	immunoglobulin mediated immune response
IGHV3-33	GO:0016064	immunoglobulin mediated immune response
IGHV3-35	GO:0016064	immunoglobulin mediated immune response
IGHV3-38	GO:0016064	immunoglobulin mediated immune response
IGHV3-38-3	GO:0016064	immunoglobulin mediated immune response
IGHV3-43	GO:0016064	immunoglobulin mediated immune response
IGHV3-43D	GO:0016064	immunoglobulin mediated immune response
IGHV3-48	GO:0016064	immunoglobulin mediated immune response
IGHV3-49	GO:0016064	immunoglobulin mediated immune response
IGHV3-53	GO:0016064	immunoglobulin mediated immune response
IGHV3-64	GO:0016064	immunoglobulin mediated immune response
IGHV3-64D	GO:0016064	immunoglobulin mediated immune response
IGHV3-66	GO:0016064	immunoglobulin mediated immune response
IGHV3-7	GO:0016064	immunoglobulin mediated immune response
IGHV3-72	GO:0016064	immunoglobulin mediated immune response
IGHV3-73	GO:0016064	immunoglobulin mediated immune response
IGHV3-74	GO:0016064	immunoglobulin mediated immune response
IGHV3-9	GO:0016064	immunoglobulin mediated immune response
IGHV3OR15-7	GO:0016064	immunoglobulin mediated immune response
IGHV3OR16-10	GO:0016064	immunoglobulin mediated immune response
IGHV3OR16-12	GO:0016064	immunoglobulin mediated immune response
IGHV3OR16-13	GO:0016064	immunoglobulin mediated immune response
IGHV3OR16-17	GO:0016064	immunoglobulin mediated immune response
IGHV3OR16-8	GO:0016064	immunoglobulin mediated immune response
IGHV3OR16-9	GO:0016064	immunoglobulin mediated immune response
IGHV4-28	GO:0016064	immunoglobulin mediated immune response
IGHV4-30-2	GO:0016064	immunoglobulin mediated immune response
IGHV4-30-4	GO:0016064	immunoglobulin mediated immune response
IGHV4-31	GO:0016064	immunoglobulin mediated immune response
IGHV4-34	GO:0016064	immunoglobulin mediated immune response
IGHV4-38-2	GO:0016064	immunoglobulin mediated immune response
IGHV4-39	GO:0016064	immunoglobulin mediated immune response
IGHV4-4	GO:0016064	immunoglobulin mediated immune response
IGHV4-59	GO:0016064	immunoglobulin mediated immune response
IGHV4-61	GO:0016064	immunoglobulin mediated immune response
IGHV4OR15-8	GO:0016064	immunoglobulin mediated immune response
IGHV5-10-1	GO:0016064	immunoglobulin mediated immune response
IGHV5-51	GO:0016064	immunoglobulin mediated immune response
IGHV6-1	GO:0016064	immunoglobulin mediated immune response
IGHV7-4-1	GO:0016064	immunoglobulin mediated immune response
IGHV7-81	GO:0016064	immunoglobulin mediated immune response
IGHV8-51-1	GO:0016064	immunoglobulin mediated immune response
IGKC	GO:0016064	immunoglobulin mediated immune response
IGKV1-12	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1-13	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1-16	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1-17	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1-27	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1-33	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1-37	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1-39	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1-5	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1-6	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1-8	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1-9	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1D-12	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1D-13	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1D-16	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1D-17	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1D-33	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1D-37	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1D-39	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1D-42	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1D-43	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1D-8	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV1OR2-108	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV2-24	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV2-28	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV2-29	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV2-30	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV2-40	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV2D-24	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV2D-26	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV2D-28	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV2D-29	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV2D-30	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV2D-40	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV3-11	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV3-15	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV3-20	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV3-7	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV3D-11	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV3D-15	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV3D-20	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV3D-7	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV3OR2-268	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV4-1	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV5-2	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV6-21	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV6D-21	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGKV6D-41	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLC1	GO:0016064	immunoglobulin mediated immune response
IGLC2	GO:0016064	immunoglobulin mediated immune response
IGLC3	GO:0016064	immunoglobulin mediated immune response
IGLC6	GO:0016064	immunoglobulin mediated immune response
IGLC7	GO:0016064	immunoglobulin mediated immune response
IGLL1	GO:0016064	immunoglobulin mediated immune response
IGLL5	GO:0016064	immunoglobulin mediated immune response
IGLV1-36	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV1-40	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV1-44	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV1-47	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV1-50	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV1-51	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV10-54	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV11-55	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV2-11	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV2-14	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV2-18	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV2-23	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV2-33	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV2-8	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV3-1	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV3-10	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV3-12	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV3-16	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV3-19	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV3-21	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV3-22	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV3-25	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV3-27	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV3-32	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV3-9	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV4-3	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV4-60	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV4-69	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV5-37	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV5-39	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV5-45	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV5-48	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV5-52	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV6-57	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV7-43	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV7-46	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV8-61	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGLV9-49	GO:0002440; GO:0006955	immune response; production of molecular mediator of immune response
IGSF1	GO:0002764	immune response-regulating signaling pathway
IGSF11	GO:0098742	cell-cell adhesion via plasma-membrane adhesion molecules
IGSF21	GO:0007156; GO:0007157	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules; homophilic cell adhesion via plasma membrane adhesion molecules
IGSF9	GO:0007156; GO:0007411; GO:0008037	axon guidance; cell recognition; homophilic cell adhesion via plasma membrane adhesion molecules
IHH	GO:0001708; GO:0007224; GO:0010468	cell fate specification; regulation of gene expression; smoothened signaling pathway
IHO1	GO:0007129; GO:0042138	homologous chromosome pairing at meiosis; meiotic DNA double-strand break formation
IK	GO:0000398	mRNA splicing, via spliceosome
IKBKB	GO:0018105; GO:0033209; GO:0045944; GO:0051092	peptidyl-serine phosphorylation; positive regulation of NF-kappaB transcription factor activity; positive regulation of transcription by RNA polymerase II; tumor necrosis factor-mediated signaling pathway
IKBKE	GO:0018105	peptidyl-serine phosphorylation
IKBKG	GO:0043123	positive regulation of canonical NF-kappaB signal transduction
IKZF1	GO:0006357	regulation of transcription by RNA polymerase II
IKZF2	GO:0006357	regulation of transcription by RNA polymerase II
IKZF3	GO:0006357	regulation of transcription by RNA polymerase II
IKZF4	GO:0006357	regulation of transcription by RNA polymerase II
IKZF5	GO:0006357	regulation of transcription by RNA polymerase II
IL10RA	GO:0019221	cytokine-mediated signaling pathway
IL10RB	GO:0019221	cytokine-mediated signaling pathway
IL11	GO:0008284; GO:0043410	positive regulation of MAPK cascade; positive regulation of cell population proliferation
IL11RA	GO:0008284; GO:0019221	cytokine-mediated signaling pathway; positive regulation of cell population proliferation
IL12RB1	GO:0019221	cytokine-mediated signaling pathway
IL12RB2	GO:0019221	cytokine-mediated signaling pathway
IL13RA1	GO:0019221	cytokine-mediated signaling pathway
IL13RA2	GO:0019221	cytokine-mediated signaling pathway
IL15	GO:0001819; GO:0042102; GO:0042119; GO:0042531; GO:0050778	neutrophil activation; positive regulation of T cell proliferation; positive regulation of cytokine production; positive regulation of immune response; positive regulation of tyrosine phosphorylation of STAT protein
IL15RA	GO:0019221	cytokine-mediated signaling pathway
IL18	GO:0006954; GO:0010628; GO:0019221; GO:0071222	cellular response to lipopolysaccharide; cytokine-mediated signaling pathway; inflammatory response; positive regulation of gene expression
IL18RAP	GO:0019221; GO:0051092	cytokine-mediated signaling pathway; positive regulation of NF-kappaB transcription factor activity
IL1A	GO:0006954; GO:0010628; GO:0019221; GO:0042102; GO:0050790; GO:0071222	cellular response to lipopolysaccharide; cytokine-mediated signaling pathway; inflammatory response; positive regulation of T cell proliferation; positive regulation of gene expression; regulation of catalytic activity
IL1B	GO:0006954; GO:0010628; GO:0019221; GO:0071222	cellular response to lipopolysaccharide; cytokine-mediated signaling pathway; inflammatory response; positive regulation of gene expression
IL1F10	GO:0006954; GO:0006955; GO:0010628; GO:0019221; GO:0071222	cellular response to lipopolysaccharide; cytokine-mediated signaling pathway; immune response; inflammatory response; positive regulation of gene expression
IL1RAP	GO:0051092	positive regulation of NF-kappaB transcription factor activity
IL1RAPL1	GO:0017157; GO:0048523; GO:0051051	negative regulation of cellular process; negative regulation of transport; regulation of exocytosis
IL1RL2	GO:0050727	regulation of inflammatory response
IL1RN	GO:0006954; GO:0006955; GO:0010628; GO:0019221; GO:0071222	cellular response to lipopolysaccharide; cytokine-mediated signaling pathway; immune response; inflammatory response; positive regulation of gene expression
IL20RA	GO:0019221	cytokine-mediated signaling pathway
IL20RB	GO:0019221	cytokine-mediated signaling pathway
IL21R	GO:0019221	cytokine-mediated signaling pathway
IL22RA1	GO:0019221	cytokine-mediated signaling pathway
IL22RA2	GO:0019221	cytokine-mediated signaling pathway
IL23R	GO:0008284; GO:0019221	cytokine-mediated signaling pathway; positive regulation of cell population proliferation
IL2RA	GO:0006954	inflammatory response
IL2RB	GO:0016064; GO:0019221	cytokine-mediated signaling pathway; immunoglobulin mediated immune response
IL2RG	GO:0019221	cytokine-mediated signaling pathway
IL31RA	GO:0019221	cytokine-mediated signaling pathway
IL33	GO:0001819; GO:0050729	positive regulation of cytokine production; positive regulation of inflammatory response
IL34	GO:0002684; GO:0008284; GO:0010720; GO:0045639; GO:0051240	positive regulation of cell development; positive regulation of cell population proliferation; positive regulation of immune system process; positive regulation of multicellular organismal process; positive regulation of myeloid cell differentiation
IL36A	GO:0006954; GO:0006955; GO:0010628; GO:0019221; GO:0071222	cellular response to lipopolysaccharide; cytokine-mediated signaling pathway; immune response; inflammatory response; positive regulation of gene expression
IL36B	GO:0006954; GO:0006955; GO:0010628; GO:0010720; GO:0019221; GO:0050870; GO:0071222; GO:1903706	cellular response to lipopolysaccharide; cytokine-mediated signaling pathway; immune response; inflammatory response; positive regulation of T cell activation; positive regulation of cell development; positive regulation of gene expression; regulation of hemopoiesis
IL36G	GO:0006954; GO:0006955; GO:0010628; GO:0019221; GO:0071222	cellular response to lipopolysaccharide; cytokine-mediated signaling pathway; immune response; inflammatory response; positive regulation of gene expression
IL36RN	GO:0006954; GO:0006955; GO:0010628; GO:0019221; GO:0071222	cellular response to lipopolysaccharide; cytokine-mediated signaling pathway; immune response; inflammatory response; positive regulation of gene expression
IL37	GO:0006954; GO:0006955; GO:0010628; GO:0019221; GO:0071222	cellular response to lipopolysaccharide; cytokine-mediated signaling pathway; immune response; inflammatory response; positive regulation of gene expression
IL3RA	GO:0019221	cytokine-mediated signaling pathway
IL4I1	GO:0009063	amino acid catabolic process
IL4R	GO:0019221	cytokine-mediated signaling pathway
IL5RA	GO:0019221	cytokine-mediated signaling pathway
IL6R	GO:0008284; GO:0019221; GO:0042531; GO:0045860	cytokine-mediated signaling pathway; positive regulation of cell population proliferation; positive regulation of protein kinase activity; positive regulation of tyrosine phosphorylation of STAT protein
IL6ST	GO:0019221	cytokine-mediated signaling pathway
IL7R	GO:0019221; GO:0030097; GO:0046427	cytokine-mediated signaling pathway; hemopoiesis; positive regulation of receptor signaling pathway via JAK-STAT
IL9R	GO:0016064; GO:0019221	cytokine-mediated signaling pathway; immunoglobulin mediated immune response
ILDR2	GO:0048513	animal organ development
ILF2	GO:0045893	positive regulation of DNA-templated transcription
ILK	GO:0007160; GO:0007229; GO:0034446	cell-matrix adhesion; integrin-mediated signaling pathway; substrate adhesion-dependent cell spreading
ILKAP	GO:0006470	protein dephosphorylation
ILVBL	GO:0009082; GO:1901607	alpha-amino acid biosynthetic process; branched-chain amino acid biosynthetic process
IMMP1L	GO:0006627	protein processing involved in protein targeting to mitochondrion
IMMP2L	GO:0006627	protein processing involved in protein targeting to mitochondrion
IMP3	GO:0006364; GO:0042274	rRNA processing; ribosomal small subunit biogenesis
IMP4	GO:0006364	rRNA processing
IMPA1	GO:0006066; GO:0007165	alcohol metabolic process; signal transduction
IMPA2	GO:0006066; GO:0007165	alcohol metabolic process; signal transduction
IMPACT	GO:0006446; GO:0033554	cellular response to stress; regulation of translational initiation
IMPDH1	GO:0009152; GO:0009206	purine ribonucleoside triphosphate biosynthetic process; purine ribonucleotide biosynthetic process
IMPDH2	GO:0009152; GO:0009206	purine ribonucleoside triphosphate biosynthetic process; purine ribonucleotide biosynthetic process
INA	GO:0045109	intermediate filament organization
INAVA	GO:0031401; GO:0034332	adherens junction organization; positive regulation of protein modification process
INCA1	GO:0000079; GO:0006469; GO:0008285; GO:0045786	negative regulation of cell cycle; negative regulation of cell population proliferation; negative regulation of protein kinase activity; regulation of cyclin-dependent protein serine/threonine kinase activity
INF2	GO:0030041	actin filament polymerization
ING1	GO:0045893	positive regulation of DNA-templated transcription
ING2	GO:0045893	positive regulation of DNA-templated transcription
ING4	GO:0006355; GO:0043065	positive regulation of apoptotic process; regulation of DNA-templated transcription
ING5	GO:0006355; GO:2001235	positive regulation of apoptotic signaling pathway; regulation of DNA-templated transcription
INIP	GO:0006281	DNA repair
INO80	GO:0006281; GO:0006338	DNA repair; chromatin remodeling
INO80C	GO:0006338	chromatin remodeling
INPP5B	GO:0046856	phosphatidylinositol dephosphorylation
INPP5D	GO:0002683; GO:0009968; GO:0010720; GO:0045124; GO:0045637; GO:0050776; GO:0051241; GO:0051251	negative regulation of immune system process; negative regulation of multicellular organismal process; negative regulation of signal transduction; positive regulation of cell development; positive regulation of lymphocyte activation; regulation of bone resorption; regulation of immune response; regulation of myeloid cell differentiation
INPP5E	GO:0046856	phosphatidylinositol dephosphorylation
INPP5F	GO:0046856; GO:0060341; GO:0060627	phosphatidylinositol dephosphorylation; regulation of cellular localization; regulation of vesicle-mediated transport
INPP5J	GO:0001933; GO:0046856	negative regulation of protein phosphorylation; phosphatidylinositol dephosphorylation
INPP5K	GO:0001933; GO:0010558; GO:0046856; GO:0051896; GO:1902532	negative regulation of intracellular signal transduction; negative regulation of macromolecule biosynthetic process; negative regulation of protein phosphorylation; phosphatidylinositol dephosphorylation; regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
INPPL1	GO:0009968; GO:0050776	negative regulation of signal transduction; regulation of immune response
INSC	GO:0000132; GO:0008104; GO:0051302	establishment of mitotic spindle orientation; protein localization; regulation of cell division
INSIG1	GO:0006695; GO:0009968; GO:0032869; GO:0032933; GO:0051651; GO:0070972; GO:0071396; GO:0071407; GO:0080135	SREBP signaling pathway; cellular response to insulin stimulus; cellular response to lipid; cellular response to organic cyclic compound; cholesterol biosynthetic process; maintenance of location in cell; negative regulation of signal transduction; protein localization to endoplasmic reticulum; regulation of cellular response to stress
INSIG2	GO:0006695; GO:0009968; GO:0032869; GO:0032933; GO:0051651; GO:0070972; GO:0071396; GO:0071407; GO:0080135	SREBP signaling pathway; cellular response to insulin stimulus; cellular response to lipid; cellular response to organic cyclic compound; cholesterol biosynthetic process; maintenance of location in cell; negative regulation of signal transduction; protein localization to endoplasmic reticulum; regulation of cellular response to stress
INSL3	GO:0007193	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway
INSM1	GO:0000122; GO:0010564; GO:0030182	negative regulation of transcription by RNA polymerase II; neuron differentiation; regulation of cell cycle process
INSM2	GO:0000122; GO:0010564; GO:0030182	negative regulation of transcription by RNA polymerase II; neuron differentiation; regulation of cell cycle process
INSR	GO:0007169; GO:0007275; GO:0033674; GO:0042593; GO:0043410; GO:0051897	glucose homeostasis; multicellular organism development; positive regulation of MAPK cascade; positive regulation of kinase activity; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction; transmembrane receptor protein tyrosine kinase signaling pathway
INSRR	GO:0007275; GO:0033674; GO:0042593; GO:0043410; GO:0046328; GO:0048009; GO:0051897	glucose homeostasis; insulin-like growth factor receptor signaling pathway; multicellular organism development; positive regulation of MAPK cascade; positive regulation of kinase activity; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction; regulation of JNK cascade
INSYN1	GO:0060078; GO:0099565	chemical synaptic transmission, postsynaptic; regulation of postsynaptic membrane potential
INSYN2A	GO:0060078; GO:0099565	chemical synaptic transmission, postsynaptic; regulation of postsynaptic membrane potential
INTS1	GO:0034472	snRNA 3'-end processing
INTS10	GO:0016180	snRNA processing
INTS12	GO:0034472	snRNA 3'-end processing
INTS13	GO:0007346; GO:0051642	centrosome localization; regulation of mitotic cell cycle
INTS2	GO:0034472	snRNA 3'-end processing
INTS5	GO:0034472	snRNA 3'-end processing
INTS6	GO:0034472	snRNA 3'-end processing
INTS6L	GO:0034472	snRNA 3'-end processing
INTS7	GO:0034472	snRNA 3'-end processing
INTS8	GO:0034472	snRNA 3'-end processing
INTS9	GO:0034472	snRNA 3'-end processing
INTU	GO:0007399; GO:0060271	cilium assembly; nervous system development
INVS	GO:0001822; GO:0006937; GO:0008016; GO:0061512; GO:0072659	kidney development; protein localization to cilium; protein localization to plasma membrane; regulation of heart contraction; regulation of muscle contraction
IP6K1	GO:0046165; GO:0046854	alcohol biosynthetic process; phosphatidylinositol phosphate biosynthetic process
IP6K2	GO:0046165; GO:0046854	alcohol biosynthetic process; phosphatidylinositol phosphate biosynthetic process
IP6K3	GO:0046165; GO:0046854	alcohol biosynthetic process; phosphatidylinositol phosphate biosynthetic process
IPMK	GO:0006796; GO:0046165; GO:0090407	alcohol biosynthetic process; organophosphate biosynthetic process; phosphate-containing compound metabolic process
IPO11	GO:0006606	protein import into nucleus
IPO13	GO:0006606	protein import into nucleus
IPO4	GO:0006606	protein import into nucleus
IPO5	GO:0006606	protein import into nucleus
IPO7	GO:0006606	protein import into nucleus
IPO8	GO:0006606	protein import into nucleus
IPO9	GO:0006606	protein import into nucleus
IPPK	GO:0006796; GO:0046165; GO:0090407	alcohol biosynthetic process; organophosphate biosynthetic process; phosphate-containing compound metabolic process
IQCB1	GO:0060271	cilium assembly
IQCG	GO:0044782	cilium organization
IQCJ-SCHIP1	GO:1902533	positive regulation of intracellular signal transduction
IQGAP1	GO:0000915; GO:0001667; GO:0007015; GO:0007173; GO:0045860; GO:1902410	actin filament organization; actomyosin contractile ring assembly; ameboidal-type cell migration; epidermal growth factor receptor signaling pathway; mitotic cytokinetic process; positive regulation of protein kinase activity
IQGAP2	GO:0000915; GO:0007015; GO:1902410	actin filament organization; actomyosin contractile ring assembly; mitotic cytokinetic process
IQGAP3	GO:0000915; GO:0007015; GO:1902410	actin filament organization; actomyosin contractile ring assembly; mitotic cytokinetic process
IQSEC1	GO:0030036	actin cytoskeleton organization
IQSEC2	GO:0030036	actin cytoskeleton organization
IQSEC3	GO:0030036	actin cytoskeleton organization
IRAG1	GO:0019934	cGMP-mediated signaling
IRAK1	GO:0000278; GO:0019221; GO:0035556; GO:0051092; GO:0070555; GO:0071222	cellular response to lipopolysaccharide; cytokine-mediated signaling pathway; intracellular signal transduction; mitotic cell cycle; positive regulation of NF-kappaB transcription factor activity; response to interleukin-1
IRAK2	GO:0000278; GO:0019221; GO:0035556; GO:0051092; GO:0070555; GO:0071222	cellular response to lipopolysaccharide; cytokine-mediated signaling pathway; intracellular signal transduction; mitotic cell cycle; positive regulation of NF-kappaB transcription factor activity; response to interleukin-1
IRAK3	GO:0000278; GO:0001817; GO:0006469; GO:0010629; GO:0019221; GO:0035556; GO:0043405; GO:0043409; GO:0051092; GO:0051241; GO:0070555; GO:0071222	cellular response to lipopolysaccharide; cytokine-mediated signaling pathway; intracellular signal transduction; mitotic cell cycle; negative regulation of MAPK cascade; negative regulation of gene expression; negative regulation of multicellular organismal process; negative regulation of protein kinase activity; positive regulation of NF-kappaB transcription factor activity; regulation of MAP kinase activity; regulation of cytokine production; response to interleukin-1
IRAK4	GO:0000278; GO:0019221; GO:0035556; GO:0043123; GO:0071222	cellular response to lipopolysaccharide; cytokine-mediated signaling pathway; intracellular signal transduction; mitotic cell cycle; positive regulation of canonical NF-kappaB signal transduction
IREB2	GO:0006099; GO:0019752	carboxylic acid metabolic process; tricarboxylic acid cycle
IRF1	GO:0006357	regulation of transcription by RNA polymerase II
IRF2	GO:0006357	regulation of transcription by RNA polymerase II
IRF2BP1	GO:0006357	regulation of transcription by RNA polymerase II
IRF2BP2	GO:0006357	regulation of transcription by RNA polymerase II
IRF3	GO:0006357	regulation of transcription by RNA polymerase II
IRF4	GO:0006357	regulation of transcription by RNA polymerase II
IRF5	GO:0006357	regulation of transcription by RNA polymerase II
IRF6	GO:0006357	regulation of transcription by RNA polymerase II
IRF7	GO:0006357	regulation of transcription by RNA polymerase II
IRF8	GO:0006357	regulation of transcription by RNA polymerase II
IRF9	GO:0006357	regulation of transcription by RNA polymerase II
IRGM	GO:0000045; GO:0045087; GO:0071345	autophagosome assembly; cellular response to cytokine stimulus; innate immune response
IRS1	GO:0008286	insulin receptor signaling pathway
IRS2	GO:0008286	insulin receptor signaling pathway
IRS4	GO:0008286	insulin receptor signaling pathway
IRX1	GO:0006357; GO:0030182; GO:0048468	cell development; neuron differentiation; regulation of transcription by RNA polymerase II
IRX2	GO:0006357; GO:0030182; GO:0048468	cell development; neuron differentiation; regulation of transcription by RNA polymerase II
IRX3	GO:0006357; GO:0030182; GO:0048468	cell development; neuron differentiation; regulation of transcription by RNA polymerase II
