gene_name	go_id	biological_function
CMTM8	GO:0042552	myelination
CMTR1	GO:0001510; GO:0006397; GO:0016556	RNA methylation; mRNA modification; mRNA processing
CMTR2	GO:0001510; GO:0006397; GO:0016556	RNA methylation; mRNA modification; mRNA processing
CNBD2	GO:0007283	spermatogenesis
CNBP	GO:0045727	positive regulation of translation
CNDP1	GO:0006508	proteolysis
CNDP2	GO:0006508	proteolysis
CNGA1	GO:0098655	monoatomic cation transmembrane transport
CNGA2	GO:0098655	monoatomic cation transmembrane transport
CNGA3	GO:0098655	monoatomic cation transmembrane transport
CNGA4	GO:0098655	monoatomic cation transmembrane transport
CNGB1	GO:0001895; GO:0098655	monoatomic cation transmembrane transport; retina homeostasis
CNGB3	GO:0098655	monoatomic cation transmembrane transport
CNIH1	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport
CNIH2	GO:0006888; GO:0009966; GO:0032412	endoplasmic reticulum to Golgi vesicle-mediated transport; regulation of monoatomic ion transmembrane transporter activity; regulation of signal transduction
CNIH3	GO:0006888; GO:0009966; GO:0032412	endoplasmic reticulum to Golgi vesicle-mediated transport; regulation of monoatomic ion transmembrane transporter activity; regulation of signal transduction
CNIH4	GO:0006888	endoplasmic reticulum to Golgi vesicle-mediated transport
CNMD	GO:0008285; GO:0016525	negative regulation of angiogenesis; negative regulation of cell population proliferation
CNN1	GO:0007015	actin filament organization
CNN2	GO:0007015	actin filament organization
CNN3	GO:0007015	actin filament organization
CNNM1	GO:0006810	transport
CNNM2	GO:0006810; GO:0055080; GO:0098771	inorganic ion homeostasis; monoatomic cation homeostasis; transport
CNNM3	GO:0006810	transport
CNNM4	GO:0030001; GO:0055080; GO:0098771	inorganic ion homeostasis; metal ion transport; monoatomic cation homeostasis
CNOT1	GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay
CNOT10	GO:0006402; GO:0017148	mRNA catabolic process; negative regulation of translation
CNOT2	GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening
CNOT3	GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening
CNOT4	GO:0016567	protein ubiquitination
CNOT7	GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay
CNOT8	GO:0000288	nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay
CNOT9	GO:0017148	negative regulation of translation
CNR1	GO:0007189; GO:0019222	adenylate cyclase-activating G protein-coupled receptor signaling pathway; regulation of metabolic process
CNR2	GO:0007189; GO:0019222	adenylate cyclase-activating G protein-coupled receptor signaling pathway; regulation of metabolic process
CNRIP1	GO:0009966; GO:0044092	negative regulation of molecular function; regulation of signal transduction
CNST	GO:0051222; GO:0060627; GO:1905475	positive regulation of protein transport; regulation of protein localization to membrane; regulation of vesicle-mediated transport
CNTFR	GO:0008284; GO:0019221	cytokine-mediated signaling pathway; positive regulation of cell population proliferation
CNTLN	GO:0007098; GO:0033365	centrosome cycle; protein localization to organelle
CNTN1	GO:0007411; GO:0007420; GO:0098609	axon guidance; brain development; cell-cell adhesion
CNTN2	GO:0007156; GO:0007411; GO:0008037; GO:0050808	axon guidance; cell recognition; homophilic cell adhesion via plasma membrane adhesion molecules; synapse organization
CNTN4	GO:0007156; GO:0007411; GO:0008037; GO:0050808	axon guidance; cell recognition; homophilic cell adhesion via plasma membrane adhesion molecules; synapse organization
CNTN5	GO:0007411; GO:0007420; GO:0098609	axon guidance; brain development; cell-cell adhesion
CNTN6	GO:0007156; GO:0007411; GO:0008037; GO:0050808	axon guidance; cell recognition; homophilic cell adhesion via plasma membrane adhesion molecules; synapse organization
CNTROB	GO:0007099; GO:1902410	centriole replication; mitotic cytokinetic process
COA1	GO:0032981; GO:0033617	mitochondrial cytochrome c oxidase assembly; mitochondrial respiratory chain complex I assembly
COA3	GO:0033617	mitochondrial cytochrome c oxidase assembly
COA5	GO:0033617	mitochondrial cytochrome c oxidase assembly
COA6	GO:0008535; GO:0042775	mitochondrial ATP synthesis coupled electron transport; respiratory chain complex IV assembly
COASY	GO:0009152	purine ribonucleotide biosynthetic process
COBL	GO:0030041	actin filament polymerization
COG2	GO:0006891; GO:0007030	Golgi organization; intra-Golgi vesicle-mediated transport
COG3	GO:0006891; GO:0007030	Golgi organization; intra-Golgi vesicle-mediated transport
COG5	GO:0006891	intra-Golgi vesicle-mediated transport
COG6	GO:0006891	intra-Golgi vesicle-mediated transport
COG7	GO:0006890; GO:0007030	Golgi organization; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
COG8	GO:0006891	intra-Golgi vesicle-mediated transport
COIL	GO:0000387	spliceosomal snRNP assembly
COL10A1	GO:0030198	extracellular matrix organization
COL11A1	GO:0030198	extracellular matrix organization
COL11A2	GO:0007605; GO:0030199; GO:0051216	cartilage development; collagen fibril organization; sensory perception of sound
COL12A1	GO:0001706; GO:0030154	cell differentiation; endoderm formation
COL13A1	GO:0030198	extracellular matrix organization
COL15A1	GO:0030198	extracellular matrix organization
COL16A1	GO:0030198	extracellular matrix organization
COL17A1	GO:0030198	extracellular matrix organization
COL18A1	GO:0030198	extracellular matrix organization
COL19A1	GO:0030198	extracellular matrix organization
COL1A2	GO:0030198	extracellular matrix organization
COL22A1	GO:0030198	extracellular matrix organization
COL23A1	GO:0030198	extracellular matrix organization
COL24A1	GO:0030198	extracellular matrix organization
COL27A1	GO:0030198	extracellular matrix organization
COL28A1	GO:0030198	extracellular matrix organization
COL2A1	GO:0030198	extracellular matrix organization
COL3A1	GO:0030198	extracellular matrix organization
COL4A1	GO:0030198	extracellular matrix organization
COL4A2	GO:0007169; GO:0030198	extracellular matrix organization; transmembrane receptor protein tyrosine kinase signaling pathway
COL4A3	GO:0030198	extracellular matrix organization
COL4A4	GO:0001822; GO:0030198	extracellular matrix organization; kidney development
COL4A5	GO:0030198	extracellular matrix organization
COL4A6	GO:0030198	extracellular matrix organization
COL5A1	GO:0030198	extracellular matrix organization
COL5A2	GO:0030198	extracellular matrix organization
COL5A3	GO:0030198	extracellular matrix organization
COL7A1	GO:0030198	extracellular matrix organization
COL8A1	GO:0030198	extracellular matrix organization
COL8A2	GO:0030198	extracellular matrix organization
COL9A1	GO:0030198	extracellular matrix organization
COL9A2	GO:0030198	extracellular matrix organization
COL9A3	GO:0030198	extracellular matrix organization
COLEC12	GO:0030198	extracellular matrix organization
COLQ	GO:0030198	extracellular matrix organization
COMMD1	GO:0002028; GO:0031401; GO:0032434; GO:0032880; GO:0043271; GO:0048523; GO:0055080; GO:0098771; GO:1904062	inorganic ion homeostasis; monoatomic cation homeostasis; negative regulation of cellular process; negative regulation of monoatomic ion transport; positive regulation of protein modification process; regulation of monoatomic cation transmembrane transport; regulation of proteasomal ubiquitin-dependent protein catabolic process; regulation of protein localization; regulation of sodium ion transport
COMMD7	GO:0032088; GO:0033209; GO:0045892	negative regulation of DNA-templated transcription; negative regulation of NF-kappaB transcription factor activity; tumor necrosis factor-mediated signaling pathway
COMT	GO:0006584; GO:0019439; GO:1901361; GO:1901565	aromatic compound catabolic process; catecholamine metabolic process; organic cyclic compound catabolic process; organonitrogen compound catabolic process
COP1	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process
COPA	GO:0006886; GO:0006888; GO:0006890; GO:0006891	endoplasmic reticulum to Golgi vesicle-mediated transport; intra-Golgi vesicle-mediated transport; intracellular protein transport; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
COPB1	GO:0006888; GO:0006891	endoplasmic reticulum to Golgi vesicle-mediated transport; intra-Golgi vesicle-mediated transport
COPB2	GO:0006886; GO:0006888; GO:0006890; GO:0006891	endoplasmic reticulum to Golgi vesicle-mediated transport; intra-Golgi vesicle-mediated transport; intracellular protein transport; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
COPE	GO:0006888; GO:0006891	endoplasmic reticulum to Golgi vesicle-mediated transport; intra-Golgi vesicle-mediated transport
COPG1	GO:0006888; GO:0006891; GO:0009306; GO:0072384	endoplasmic reticulum to Golgi vesicle-mediated transport; intra-Golgi vesicle-mediated transport; organelle transport along microtubule; protein secretion
COPG2	GO:0006888; GO:0006891; GO:0009306; GO:0072384	endoplasmic reticulum to Golgi vesicle-mediated transport; intra-Golgi vesicle-mediated transport; organelle transport along microtubule; protein secretion
COPS2	GO:0070646	protein modification by small protein removal
COPS3	GO:0006511	ubiquitin-dependent protein catabolic process
COPS5	GO:0070646	protein modification by small protein removal
COPS9	GO:0031400	negative regulation of protein modification process
COPZ1	GO:0006886; GO:0006890; GO:0006891	intra-Golgi vesicle-mediated transport; intracellular protein transport; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
COPZ2	GO:0006886; GO:0006890; GO:0006891	intra-Golgi vesicle-mediated transport; intracellular protein transport; retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum
COQ8A	GO:0006744	ubiquinone biosynthetic process
COQ8B	GO:0006744	ubiquinone biosynthetic process
COQ9	GO:0006744	ubiquinone biosynthetic process
CORO1A	GO:0007015; GO:0016477	actin filament organization; cell migration
CORO1B	GO:0007015; GO:0016477	actin filament organization; cell migration
CORO1C	GO:0001755; GO:0007015	actin filament organization; neural crest cell migration
CORO2A	GO:0007015	actin filament organization
CORO2B	GO:0007015	actin filament organization
CORO6	GO:0007015; GO:0016477	actin filament organization; cell migration
CORT	GO:0007193; GO:0030334	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway; regulation of cell migration
COTL1	GO:0030833	regulation of actin filament polymerization
COX10	GO:0006783	heme biosynthetic process
COX16	GO:0033617	mitochondrial cytochrome c oxidase assembly
COX18	GO:0051205	protein insertion into membrane
COX19	GO:0033617	mitochondrial cytochrome c oxidase assembly
COX20	GO:0033617	mitochondrial cytochrome c oxidase assembly
COX4I1	GO:0006123	mitochondrial electron transport, cytochrome c to oxygen
COX4I2	GO:0006123	mitochondrial electron transport, cytochrome c to oxygen
COX5A	GO:0006123	mitochondrial electron transport, cytochrome c to oxygen
COX5B	GO:0006123	mitochondrial electron transport, cytochrome c to oxygen
COX6A1	GO:0006123	mitochondrial electron transport, cytochrome c to oxygen
COX6A2	GO:0006123	mitochondrial electron transport, cytochrome c to oxygen
COX7A1	GO:0007005; GO:0031323; GO:0065003	mitochondrion organization; protein-containing complex assembly; regulation of cellular metabolic process
COX7A2	GO:0007005; GO:0031323; GO:0065003	mitochondrion organization; protein-containing complex assembly; regulation of cellular metabolic process
COX7A2L	GO:0007005; GO:0031323; GO:0065003	mitochondrion organization; protein-containing complex assembly; regulation of cellular metabolic process
COX7A2P2	GO:0007005; GO:0031323; GO:0065003	mitochondrion organization; protein-containing complex assembly; regulation of cellular metabolic process
COX7C	GO:0006123	mitochondrial electron transport, cytochrome c to oxygen
CP	GO:0006826	iron ion transport
CPA1	GO:0006508	proteolysis
CPA2	GO:0006508	proteolysis
CPA3	GO:0006508	proteolysis
CPA4	GO:0006508	proteolysis
CPA5	GO:0006508	proteolysis
CPA6	GO:0006508	proteolysis
CPB1	GO:0006508	proteolysis
CPB2	GO:0006508	proteolysis
CPD	GO:0006518; GO:0016485	peptide metabolic process; protein processing
CPE	GO:0006518; GO:0016485	peptide metabolic process; protein processing
CPEB1	GO:0017148	negative regulation of translation
CPEB2	GO:0017148	negative regulation of translation
CPEB3	GO:0017148	negative regulation of translation
CPEB4	GO:0017148	negative regulation of translation
CPHXL	GO:0006357; GO:0030182	neuron differentiation; regulation of transcription by RNA polymerase II
CPHXL2	GO:0006357; GO:0030182	neuron differentiation; regulation of transcription by RNA polymerase II
CPLX1	GO:0016079; GO:0046928	regulation of neurotransmitter secretion; synaptic vesicle exocytosis
CPLX2	GO:0016079; GO:0046928	regulation of neurotransmitter secretion; synaptic vesicle exocytosis
CPLX3	GO:0016079; GO:0046928	regulation of neurotransmitter secretion; synaptic vesicle exocytosis
CPLX4	GO:0016079; GO:0046928	regulation of neurotransmitter secretion; synaptic vesicle exocytosis
CPM	GO:0006518; GO:0016485	peptide metabolic process; protein processing
CPN1	GO:0006518; GO:0016485	peptide metabolic process; protein processing
CPNE1	GO:0001961; GO:0043122; GO:0070887	cellular response to chemical stimulus; positive regulation of cytokine-mediated signaling pathway; regulation of canonical NF-kappaB signal transduction
CPNE2	GO:0070887	cellular response to chemical stimulus
CPNE3	GO:0038127; GO:0070887	ERBB signaling pathway; cellular response to chemical stimulus
CPNE4	GO:0070887	cellular response to chemical stimulus
CPNE5	GO:0070887	cellular response to chemical stimulus
CPNE6	GO:0070887	cellular response to chemical stimulus
CPNE7	GO:0070887	cellular response to chemical stimulus
CPNE8	GO:0070887	cellular response to chemical stimulus
CPNE9	GO:0070887	cellular response to chemical stimulus
